order_item_id,order_id,product_id,quantity,list_price_inr,gross_list_value_inr,discount_amount_inr,item_revenue_inr,unit_cogs_inr,cogs_inr,packaging_cost_inr
OI-00656,ORD-00303,P041,1,899,899,51.24,847.76,386.57,386.57,19
OI-00657,ORD-00304,P008,1,3499,3499,489.86,3009.14,2708.23,2708.23,42
OI-00658,ORD-00304,P044,2,1199,2398,148.68,2249.32,554.24,1108.48,38
OI-00659,ORD-00305,P047,1,349,349,28.62,320.38,157.57,157.57,19
OI-00660,ORD-00305,P027,1,849,849,76.41,772.59,525.96,525.96,31
OI-00661,ORD-00306,P023,1,999,999,156.84,842.16,503.5,503.5,24
OI-00662,ORD-00306,P028,2,1299,2598,272.79,2325.21,823.89,1647.78,62
OI-00663,ORD-00306,P006,1,3499,3499,612.32,2886.68,2582.26,2582.26,42
OI-00664,ORD-00307,P040,1,1199,1199,98.32,1100.68,554.24,554.24,19
OI-00665,ORD-00307,P048,1,1199,1199,86.33,1112.67,554.24,554.24,19
OI-00666,ORD-00308,P044,1,1199,1199,62.35,1136.65,554.24,554.24,19
OI-00667,ORD-00308,P047,1,349,349,25.13,323.87,157.57,157.57,19
OI-00668,ORD-00309,P018,1,1899,1899,298.14,1600.86,934.31,934.31,24
OI-00669,ORD-00309,P011,1,1299,1299,240.31,1058.69,982.04,982.04,42
OI-00670,ORD-00310,P055,1,449,449,4.49,444.51,245.15,245.15,16
OI-00671,ORD-00310,P024,2,999,1998,243.76,1754.24,515.48,1030.96,48
OI-00672,ORD-00311,P057,2,649,1298,77.88,1220.12,337.48,674.96,32
OI-00673,ORD-00311,P032,1,549,549,71.37,477.63,348.2,348.2,31
OI-00674,ORD-00312,P055,1,449,449,33.68,415.32,245.15,245.15,16
OI-00675,ORD-00312,P004,2,4999,9998,1449.71,8548.29,4239.15,8478.3,84
OI-00676,ORD-00312,P050,1,649,649,55.17,593.83,345.92,345.92,16
OI-00677,ORD-00313,P046,2,599,1198,86.26,1111.74,264.01,528.02,38
OI-00678,ORD-00313,P004,1,4999,4999,549.89,4449.11,4239.15,4239.15,42
OI-00679,ORD-00314,P047,1,349,349,21.64,327.36,157.57,157.57,19
OI-00680,ORD-00314,P040,1,1199,1199,86.33,1112.67,554.24,554.24,19
OI-00681,ORD-00315,P003,1,4999,4999,824.84,4174.16,4209.16,4209.16,42
OI-00682,ORD-00315,P035,1,1299,1299,162.38,1136.62,804.73,804.73,31
OI-00683,ORD-00316,P040,1,1199,1199,98.32,1100.68,554.24,554.24,19
OI-00684,ORD-00316,P008,1,3499,3499,524.85,2974.15,2708.23,2708.23,42
OI-00685,ORD-00317,P005,2,1299,2598,415.68,2182.32,1109.35,2218.7,84
OI-00686,ORD-00317,P017,1,1899,1899,193.7,1705.3,911.52,911.52,24
OI-00687,ORD-00318,P051,1,449,449,29.19,419.81,245.15,245.15,16
OI-00688,ORD-00318,P011,1,1299,1299,175.37,1123.63,982.04,982.04,42
OI-00689,ORD-00318,P004,1,4999,4999,824.84,4174.16,4239.15,4239.15,42
OI-00690,ORD-00319,P004,1,4999,4999,699.86,4299.14,4239.15,4239.15,42
OI-00691,ORD-00319,P027,1,849,849,76.41,772.59,525.96,525.96,31
OI-00692,ORD-00320,P020,1,1899,1899,212.69,1686.31,979.88,979.88,24
OI-00693,ORD-00320,P026,1,549,549,71.37,477.63,332.01,332.01,31
OI-00694,ORD-00321,P053,2,299,598,44.85,553.15,155.48,310.96,32
OI-00695,ORD-00321,P043,1,1199,1199,104.31,1094.69,541.35,541.35,19
OI-00696,ORD-00322,P026,1,549,549,49.41,499.59,332.01,332.01,31
OI-00697,ORD-00322,P042,1,899,899,37.76,861.24,396.23,396.23,19
OI-00698,ORD-00323,P050,1,649,649,32.45,616.55,345.92,345.92,16
OI-00699,ORD-00323,P042,1,899,899,46.75,852.25,396.23,396.23,19
OI-00700,ORD-00324,P024,1,999,999,126.87,872.13,515.48,515.48,24
OI-00701,ORD-00324,P055,2,449,898,76.33,821.67,245.15,490.3,32
OI-00702,ORD-00324,P025,2,2299,4598,666.71,3931.29,1356.41,2712.82,62
OI-00703,ORD-00325,P050,1,649,649,32.45,616.55,345.92,345.92,16
OI-00704,ORD-00325,P029,1,849,849,110.37,738.63,500.91,500.91,31
OI-00705,ORD-00326,P054,1,299,299,17.94,281.06,159.37,159.37,16
OI-00706,ORD-00326,P002,1,2199,2199,263.88,1935.12,1838.36,1838.36,42
OI-00707,ORD-00327,P006,1,3499,3499,647.31,2851.69,2582.26,2582.26,42
OI-00708,ORD-00327,P035,1,1299,1299,188.35,1110.65,804.73,804.73,31
OI-00709,ORD-00328,P033,1,2299,2299,275.88,2023.12,1356.41,1356.41,31
OI-00710,ORD-00328,P056,1,449,449,22.45,426.55,250.99,250.99,16
OI-00711,ORD-00329,P010,1,2199,2199,307.86,1891.14,1622.86,1622.86,42
OI-00712,ORD-00329,P055,1,449,449,22.45,426.55,245.15,245.15,16
OI-00713,ORD-00330,P045,1,599,599,19.17,579.83,257.57,257.57,19
OI-00714,ORD-00330,P005,1,1299,1299,194.85,1104.15,1109.35,1109.35,42
OI-00715,ORD-00330,P053,1,299,299,2.99,296.01,155.48,155.48,16
OI-00716,ORD-00331,P048,1,1199,1199,62.35,1136.65,554.24,554.24,19
OI-00717,ORD-00331,P058,2,649,1298,77.88,1220.12,345.92,691.84,32
OI-00718,ORD-00332,P037,1,349,349,19.89,329.11,150.07,150.07,19
OI-00719,ORD-00332,P039,1,1199,1199,104.31,1094.69,541.35,541.35,19
OI-00720,ORD-00333,P060,1,649,649,25.96,623.04,362.79,362.79,16
OI-00721,ORD-00333,P030,1,849,849,67.92,781.08,513.43,513.43,31
OI-00722,ORD-00334,P055,1,449,449,8.98,440.02,245.15,245.15,16
OI-00723,ORD-00334,P008,1,3499,3499,419.88,3079.12,2708.23,2708.23,42
OI-00724,ORD-00335,P003,1,4999,4999,824.84,4174.16,4209.16,4209.16,42
OI-00725,ORD-00335,P057,1,649,649,35.7,613.3,337.48,337.48,16
OI-00726,ORD-00336,P044,1,1199,1199,46.76,1152.24,554.24,554.24,19
OI-00727,ORD-00336,P008,1,3499,3499,734.79,2764.21,2708.23,2708.23,42
OI-00728,ORD-00336,P016,1,1399,1399,173.48,1225.52,721.88,721.88,24
OI-00729,ORD-00337,P026,1,549,549,71.37,477.63,332.01,332.01,31
OI-00730,ORD-00337,P049,1,649,649,9.74,639.26,337.48,337.48,16
OI-00731,ORD-00338,P053,1,299,299,11.96,287.04,155.48,155.48,16
OI-00732,ORD-00338,P017,1,1899,1899,339.92,1559.08,911.52,911.52,24
OI-00733,ORD-00339,P001,1,3499,3499,664.81,2834.19,2904.17,2904.17,42
OI-00734,ORD-00339,P026,2,549,1098,131.76,966.24,332.01,664.02,62
OI-00735,ORD-00340,P039,2,1199,2398,165.46,2232.54,541.35,1082.7,38
OI-00736,ORD-00340,P006,1,3499,3499,594.83,2904.17,2582.26,2582.26,42
OI-00737,ORD-00341,P022,1,699,699,118.13,580.87,343.91,343.91,24
OI-00738,ORD-00341,P006,1,3499,3499,647.31,2851.69,2582.26,2582.26,42
OI-00739,ORD-00342,P017,1,1899,1899,292.45,1606.55,911.52,911.52,24
OI-00740,ORD-00342,P010,1,2199,2199,351.84,1847.16,1622.86,1622.86,42
OI-00741,ORD-00342,P009,1,3499,3499,664.81,2834.19,2519.28,2519.28,42
OI-00742,ORD-00343,P050,2,649,1298,32.45,1265.55,345.92,691.84,32
OI-00743,ORD-00343,P049,2,649,1298,32.45,1265.55,337.48,674.96,32
OI-00744,ORD-00344,P039,1,1199,1199,136.69,1062.31,541.35,541.35,19
OI-00745,ORD-00344,P001,1,3499,3499,822.26,2676.74,2904.17,2904.17,42
OI-00746,ORD-00345,P020,1,1899,1899,216.49,1682.51,979.88,979.88,24
OI-00747,ORD-00345,P035,1,1299,1299,194.85,1104.15,804.73,804.73,31
OI-00748,ORD-00346,P029,1,849,849,110.37,738.63,500.91,500.91,31
OI-00749,ORD-00346,P039,1,1199,1199,94.72,1104.28,541.35,541.35,19
OI-00750,ORD-00347,P047,1,349,349,29.32,319.68,157.57,157.57,19
OI-00751,ORD-00347,P015,1,1399,1399,222.44,1176.56,705.1,705.1,24
OI-00752,ORD-00348,P032,1,549,549,82.35,466.65,348.2,348.2,31
OI-00753,ORD-00348,P011,1,1299,1299,246.81,1052.19,982.04,982.04,42
OI-00754,ORD-00348,P046,1,599,599,29.35,569.65,264.01,264.01,19
OI-00755,ORD-00349,P008,1,3499,3499,699.8,2799.2,2708.23,2708.23,42
OI-00756,ORD-00349,P025,1,2299,2299,298.87,2000.13,1356.41,1356.41,31
OI-00757,ORD-00350,P055,1,449,449,31.43,417.57,245.15,245.15,16
OI-00758,ORD-00350,P005,1,1299,1299,253.3,1045.7,1109.35,1109.35,42
OI-00759,ORD-00351,P034,1,849,849,135.84,713.16,513.43,513.43,31
OI-00760,ORD-00351,P005,1,1299,1299,220.83,1078.17,1109.35,1109.35,42
OI-00761,ORD-00352,P007,1,2199,2199,395.82,1803.18,1662.44,1662.44,42
OI-00762,ORD-00352,P041,1,899,899,53.04,845.96,386.57,386.57,19
OI-00763,ORD-00353,P007,1,2199,2199,472.78,1726.22,1662.44,1662.44,42
OI-00764,ORD-00353,P013,2,999,1998,297.7,1700.3,479.52,959.04,48
OI-00765,ORD-00354,P014,1,1899,1899,235.48,1663.52,934.31,934.31,24
OI-00766,ORD-00354,P028,1,1299,1299,142.89,1156.11,823.89,823.89,31
OI-00767,ORD-00354,P007,1,2199,2199,417.81,1781.19,1662.44,1662.44,42
OI-00768,ORD-00355,P039,1,1199,1199,106.71,1092.29,541.35,541.35,19
OI-00769,ORD-00355,P029,2,849,1698,186.78,1511.22,500.91,1001.82,62
OI-00770,ORD-00356,P037,1,349,349,22.34,326.66,150.07,150.07,19
OI-00771,ORD-00356,P014,1,1899,1899,263.96,1635.04,934.31,934.31,24
OI-00772,ORD-00357,P031,1,2299,2299,252.89,2046.11,1424.23,1424.23,31
OI-00773,ORD-00357,P003,2,4999,9998,1599.68,8398.32,4209.16,8418.32,84
OI-00774,ORD-00358,P035,1,1299,1299,207.84,1091.16,804.73,804.73,31
OI-00775,ORD-00358,P045,1,599,599,41.33,557.67,257.57,257.57,19
OI-00776,ORD-00359,P041,1,899,899,57.54,841.46,386.57,386.57,19
OI-00777,ORD-00359,P006,2,3499,6998,1504.57,5493.43,2582.26,5164.52,84
OI-00778,ORD-00360,P028,1,1299,1299,207.84,1091.16,823.89,823.89,31
OI-00779,ORD-00360,P016,1,1399,1399,187.47,1211.53,721.88,721.88,24
OI-00780,ORD-00360,P003,1,4999,4999,999.8,3999.2,4209.16,4209.16,42
OI-00781,ORD-00361,P001,2,3499,6998,1259.64,5738.36,2904.17,5808.34,84
OI-00782,ORD-00361,P035,1,1299,1299,168.87,1130.13,804.73,804.73,31
OI-00783,ORD-00362,P017,2,1899,3798,565.9,3232.1,911.52,1823.04,48
OI-00784,ORD-00362,P012,1,1299,1299,266.29,1032.71,1005.43,1005.43,42
OI-00785,ORD-00363,P009,1,3499,3499,664.81,2834.19,2519.28,2519.28,42
OI-00786,ORD-00363,P002,1,2199,2199,461.79,1737.21,1838.36,1838.36,42
OI-00787,ORD-00364,P020,1,1899,1899,292.45,1606.55,979.88,979.88,24
OI-00788,ORD-00364,P055,2,449,898,22.45,875.55,245.15,490.3,32
OI-00789,ORD-00365,P026,1,549,549,74.12,474.88,332.01,332.01,31
OI-00790,ORD-00365,P007,1,2199,2199,494.77,1704.23,1662.44,1662.44,42
OI-00791,ORD-00366,P012,1,1299,1299,233.82,1065.18,1005.43,1005.43,42
OI-00792,ORD-00366,P036,1,1299,1299,168.87,1130.13,823.89,823.89,31
OI-00793,ORD-00366,P041,2,899,1798,124.06,1673.94,386.57,773.14,38
OI-00794,ORD-00367,P027,1,849,849,135.84,713.16,525.96,525.96,31
OI-00795,ORD-00367,P038,2,599,1198,70.68,1127.32,264.01,528.02,38
OI-00796,ORD-00368,P022,1,699,699,97.16,601.84,343.91,343.91,24
OI-00797,ORD-00368,P060,1,649,649,32.45,616.55,362.79,362.79,16
OI-00798,ORD-00369,P010,1,2199,2199,395.82,1803.18,1622.86,1622.86,42
OI-00799,ORD-00369,P033,1,2299,2299,321.86,1977.14,1356.41,1356.41,31
OI-00800,ORD-00370,P010,2,2199,4398,835.62,3562.38,1622.86,3245.72,84
OI-00801,ORD-00370,P032,1,549,549,65.88,483.12,348.2,348.2,31
OI-00802,ORD-00371,P042,1,899,899,53.04,845.96,396.23,396.23,19
OI-00803,ORD-00371,P025,1,2299,2299,275.88,2023.12,1356.41,1356.41,31
OI-00804,ORD-00372,P027,1,849,849,101.88,747.12,525.96,525.96,31
OI-00805,ORD-00372,P036,2,1299,2598,415.68,2182.32,823.89,1647.78,62
OI-00806,ORD-00372,P052,1,199,199,12.94,186.06,111.24,111.24,16
OI-00807,ORD-00373,P037,1,349,349,25.83,323.17,150.07,150.07,19
OI-00808,ORD-00373,P051,1,449,449,35.92,413.08,245.15,245.15,16
OI-00809,ORD-00374,P045,1,599,599,35.34,563.66,257.57,257.57,19
OI-00810,ORD-00374,P039,1,1199,1199,106.71,1092.29,541.35,541.35,19
OI-00811,ORD-00375,P053,2,299,598,38.87,559.13,155.48,310.96,32
OI-00812,ORD-00375,P033,1,2299,2299,298.87,2000.13,1356.41,1356.41,31
OI-00813,ORD-00376,P001,1,3499,3499,647.31,2851.69,2904.17,2904.17,42
OI-00814,ORD-00376,P006,1,3499,3499,717.29,2781.71,2582.26,2582.26,42
OI-00815,ORD-00377,P045,1,599,599,23.36,575.64,257.57,257.57,19
OI-00816,ORD-00377,P047,1,349,349,13.61,335.39,157.57,157.57,19
OI-00817,ORD-00378,P041,1,899,899,53.04,845.96,386.57,386.57,19
OI-00818,ORD-00378,P003,2,4999,9998,1899.62,8098.38,4209.16,8418.32,84
OI-00819,ORD-00378,P002,2,2199,4398,923.58,3474.42,1838.36,3676.72,84
OI-00820,ORD-00379,P048,1,1199,1199,112.71,1086.29,554.24,554.24,19
OI-00821,ORD-00379,P035,1,1299,1299,201.34,1097.66,804.73,804.73,31
OI-00822,ORD-00380,P019,1,1399,1399,201.46,1197.54,705.1,705.1,24
OI-00823,ORD-00380,P060,1,649,649,29.21,619.79,362.79,362.79,16
OI-00824,ORD-00381,P006,1,3499,3499,699.8,2799.2,2582.26,2582.26,42
OI-00825,ORD-00381,P050,1,649,649,9.74,639.26,345.92,345.92,16
OI-00826,ORD-00382,P044,2,1199,2398,249.39,2148.61,554.24,1108.48,38
OI-00827,ORD-00382,P020,1,1899,1899,263.96,1635.04,979.88,979.88,24
OI-00828,ORD-00383,P057,1,649,649,35.7,613.3,337.48,337.48,16
OI-00829,ORD-00383,P014,2,1899,3798,470.95,3327.05,934.31,1868.62,48
OI-00830,ORD-00384,P037,2,349,698,62.12,635.88,150.07,300.14,38
OI-00831,ORD-00384,P051,1,449,449,20.21,428.79,245.15,245.15,16
OI-00832,ORD-00384,P023,1,999,999,123.88,875.12,503.5,503.5,24
OI-00833,ORD-00385,P029,1,849,849,148.57,700.43,500.91,500.91,31
OI-00834,ORD-00385,P051,1,449,449,26.94,422.06,245.15,245.15,16
OI-00835,ORD-00386,P036,1,1299,1299,207.84,1091.16,823.89,823.89,31
OI-00836,ORD-00386,P046,1,599,599,47.32,551.68,264.01,264.01,19
OI-00837,ORD-00387,P048,1,1199,1199,94.72,1104.28,554.24,554.24,19
OI-00838,ORD-00387,P042,2,899,1798,106.08,1691.92,396.23,792.46,38
OI-00839,ORD-00388,P028,1,1299,1299,240.31,1058.69,823.89,823.89,31
OI-00840,ORD-00388,P056,1,449,449,35.92,413.08,250.99,250.99,16
OI-00841,ORD-00389,P008,1,3499,3499,734.79,2764.21,2708.23,2708.23,42
OI-00842,ORD-00389,P053,2,299,598,38.87,559.13,155.48,310.96,32
OI-00843,ORD-00390,P031,1,2299,2299,252.89,2046.11,1424.23,1424.23,31
OI-00844,ORD-00390,P008,1,3499,3499,664.81,2834.19,2708.23,2708.23,42
OI-00845,ORD-00390,P031,1,2299,2299,321.86,1977.14,1424.23,1424.23,31
OI-00846,ORD-00391,P008,1,3499,3499,647.31,2851.69,2708.23,2708.23,42
OI-00847,ORD-00391,P015,1,1399,1399,222.44,1176.56,705.1,705.1,24
OI-00848,ORD-00392,P007,1,2199,2199,439.8,1759.2,1662.44,1662.44,42
OI-00849,ORD-00392,P034,1,849,849,110.37,738.63,513.43,513.43,31
OI-00850,ORD-00393,P034,2,849,1698,220.74,1477.26,513.43,1026.86,62
OI-00851,ORD-00393,P045,2,599,1198,82.66,1115.34,257.57,515.14,38
OI-00852,ORD-00394,P041,1,899,899,102.49,796.51,386.57,386.57,19
OI-00853,ORD-00394,P049,1,649,649,58.41,590.59,337.48,337.48,16
OI-00854,ORD-00395,P034,1,849,849,101.88,747.12,513.43,513.43,31
OI-00855,ORD-00395,P029,1,849,849,135.84,713.16,500.91,500.91,31
OI-00856,ORD-00396,P055,2,449,898,40.41,857.59,245.15,490.3,32
OI-00857,ORD-00396,P031,1,2299,2299,321.86,1977.14,1424.23,1424.23,31
OI-00858,ORD-00396,P036,1,1299,1299,155.88,1143.12,823.89,823.89,31
OI-00859,ORD-00397,P040,1,1199,1199,136.69,1062.31,554.24,554.24,19
OI-00860,ORD-00397,P008,1,3499,3499,717.29,2781.71,2708.23,2708.23,42
OI-00861,ORD-00398,P006,1,3499,3499,594.83,2904.17,2582.26,2582.26,42
OI-00862,ORD-00398,P001,1,3499,3499,594.83,2904.17,2904.17,2904.17,42
OI-00863,ORD-00399,P032,1,549,549,82.35,466.65,348.2,348.2,31
OI-00864,ORD-00399,P009,1,3499,3499,699.8,2799.2,2519.28,2519.28,42
OI-00865,ORD-00400,P034,2,849,1698,229.23,1468.77,513.43,1026.86,62
OI-00866,ORD-00400,P060,1,649,649,32.45,616.55,362.79,362.79,16
OI-00867,ORD-00401,P032,1,549,549,76.86,472.14,348.2,348.2,31
OI-00868,ORD-00401,P015,2,1399,2798,402.91,2395.09,705.1,1410.2,48
OI-00869,ORD-00402,P009,1,3499,3499,699.8,2799.2,2519.28,2519.28,42
OI-00870,ORD-00402,P033,1,2299,2299,344.85,1954.15,1356.41,1356.41,31
OI-00871,ORD-00402,P015,1,1399,1399,215.45,1183.55,705.1,705.1,24
OI-00872,ORD-00403,P060,1,649,649,32.45,616.55,362.79,362.79,16
OI-00873,ORD-00403,P055,2,449,898,53.88,844.12,245.15,490.3,32
OI-00874,ORD-00404,P021,1,999,999,103.9,895.1,479.52,479.52,24
OI-00875,ORD-00404,P014,1,1899,1899,292.45,1606.55,934.31,934.31,24
OI-00876,ORD-00405,P046,1,599,599,29.35,569.65,264.01,264.01,19
OI-00877,ORD-00405,P020,1,1899,1899,235.48,1663.52,979.88,979.88,24
OI-00878,ORD-00406,P051,2,449,898,53.88,844.12,245.15,490.3,32
OI-00879,ORD-00406,P003,1,4999,4999,1074.79,3924.21,4209.16,4209.16,42
OI-00880,ORD-00407,P029,1,849,849,93.39,755.61,500.91,500.91,31
OI-00881,ORD-00407,P057,2,649,1298,45.43,1252.57,337.48,674.96,32
OI-00882,ORD-00408,P022,1,699,699,79.69,619.31,343.91,343.91,24
OI-00883,ORD-00408,P042,1,899,899,71.02,827.98,396.23,396.23,19
OI-00884,ORD-00408,P024,1,999,999,113.89,885.11,515.48,515.48,24
OI-00885,ORD-00409,P059,1,449,449,26.94,422.06,245.15,245.15,16
OI-00886,ORD-00409,P030,1,849,849,140.09,708.91,513.43,513.43,31
OI-00887,ORD-00410,P026,1,549,549,65.88,483.12,332.01,332.01,31
OI-00888,ORD-00410,P031,2,2299,4598,735.68,3862.32,1424.23,2848.46,62
OI-00889,ORD-00411,P047,1,349,349,13.61,335.39,157.57,157.57,19
OI-00890,ORD-00411,P055,1,449,449,29.19,419.81,245.15,245.15,16
OI-00891,ORD-00412,P027,1,849,849,135.84,713.16,525.96,525.96,31
OI-00892,ORD-00412,P001,2,3499,6998,1399.6,5598.4,2904.17,5808.34,84
OI-00893,ORD-00413,P056,2,449,898,31.43,866.57,250.99,501.98,32
OI-00894,ORD-00413,P012,1,1299,1299,272.79,1026.21,1005.43,1005.43,42
OI-00895,ORD-00414,P005,1,1299,1299,240.31,1058.69,1109.35,1109.35,42
OI-00896,ORD-00414,P043,1,1199,1199,124.7,1074.3,541.35,541.35,19
OI-00897,ORD-00414,P043,1,1199,1199,88.73,1110.27,541.35,541.35,19
OI-00898,ORD-00415,P042,1,899,899,80.01,818.99,396.23,396.23,19
OI-00899,ORD-00415,P049,1,649,649,9.74,639.26,337.48,337.48,16
OI-00900,ORD-00416,P026,1,549,549,65.88,483.12,332.01,332.01,31
OI-00901,ORD-00416,P003,1,4999,4999,849.83,4149.17,4209.16,4209.16,42
OI-00902,ORD-00417,P022,2,699,1398,208.3,1189.7,343.91,687.82,48
OI-00903,ORD-00417,P011,1,1299,1299,253.3,1045.7,982.04,982.04,42
OI-00904,ORD-00418,P042,2,899,1798,142.04,1655.96,396.23,792.46,38
OI-00905,ORD-00418,P051,1,449,449,6.74,442.26,245.15,245.15,16
OI-00906,ORD-00419,P033,1,2299,2299,252.89,2046.11,1356.41,1356.41,31
OI-00907,ORD-00419,P005,1,1299,1299,220.83,1078.17,1109.35,1109.35,42
OI-00908,ORD-00420,P044,1,1199,1199,88.73,1110.27,554.24,554.24,19
OI-00909,ORD-00420,P040,2,1199,2398,273.37,2124.63,554.24,1108.48,38
OI-00910,ORD-00420,P019,1,1399,1399,222.44,1176.56,705.1,705.1,24
OI-00911,ORD-00421,P018,1,1899,1899,235.48,1663.52,934.31,934.31,24
OI-00912,ORD-00421,P025,1,2299,2299,321.86,1977.14,1356.41,1356.41,31
OI-00913,ORD-00422,P001,1,3499,3499,699.8,2799.2,2904.17,2904.17,42
OI-00914,ORD-00422,P050,1,649,649,29.21,619.79,345.92,345.92,16
OI-00915,ORD-00423,P047,1,349,349,29.32,319.68,157.57,157.57,19
OI-00916,ORD-00423,P009,1,3499,3499,682.3,2816.7,2519.28,2519.28,42
OI-00917,ORD-00424,P004,1,4999,4999,849.83,4149.17,4239.15,4239.15,42
OI-00918,ORD-00424,P007,1,2199,2199,417.81,1781.19,1662.44,1662.44,42
OI-00919,ORD-00425,P060,1,649,649,29.21,619.79,362.79,362.79,16
OI-00920,ORD-00425,P052,2,199,398,13.93,384.07,111.24,222.48,32
OI-00921,ORD-00426,P020,1,1899,1899,282.95,1616.05,979.88,979.88,24
OI-00922,ORD-00426,P014,1,1899,1899,339.92,1559.08,934.31,934.31,24
OI-00923,ORD-00426,P032,2,549,1098,148.23,949.77,348.2,696.4,62
OI-00924,ORD-00427,P036,1,1299,1299,142.89,1156.11,823.89,823.89,31
OI-00925,ORD-00427,P022,1,699,699,72.7,626.3,343.91,343.91,24
OI-00926,ORD-00428,P058,1,649,649,16.23,632.77,345.92,345.92,16
OI-00927,ORD-00428,P036,2,1299,2598,337.74,2260.26,823.89,1647.78,62
OI-00928,ORD-00429,P026,2,549,1098,203.13,894.87,332.01,664.02,62
OI-00929,ORD-00429,P060,1,649,649,58.41,590.59,362.79,362.79,16
OI-00930,ORD-00430,P029,1,849,849,127.35,721.65,500.91,500.91,31
OI-00931,ORD-00430,P051,1,449,449,29.19,419.81,245.15,245.15,16
OI-00932,ORD-00431,P009,1,3499,3499,629.82,2869.18,2519.28,2519.28,42
OI-00933,ORD-00431,P045,1,599,599,23.36,575.64,257.57,257.57,19
OI-00934,ORD-00432,P012,1,1299,1299,292.27,1006.73,1005.43,1005.43,42
OI-00935,ORD-00432,P016,1,1399,1399,208.45,1190.55,721.88,721.88,24
OI-00936,ORD-00432,P021,1,999,999,178.82,820.18,479.52,479.52,24
OI-00937,ORD-00433,P043,1,1199,1199,70.74,1128.26,541.35,541.35,19
OI-00938,ORD-00433,P007,2,2199,4398,879.6,3518.4,1662.44,3324.88,84
OI-00939,ORD-00434,P027,2,849,1698,220.74,1477.26,525.96,1051.92,62
OI-00940,ORD-00434,P047,1,349,349,27.57,321.43,157.57,157.57,19
OI-00941,ORD-00435,P056,1,449,449,31.43,417.57,250.99,250.99,16
OI-00942,ORD-00435,P017,1,1899,1899,339.92,1559.08,911.52,911.52,24
OI-00943,ORD-00436,P027,1,849,849,127.35,721.65,525.96,525.96,31
OI-00944,ORD-00436,P013,1,999,999,123.88,875.12,479.52,479.52,24
OI-00945,ORD-00437,P032,1,549,549,87.84,461.16,348.2,348.2,31
OI-00946,ORD-00437,P059,1,449,449,6.74,442.26,245.15,245.15,16
OI-00947,ORD-00438,P034,1,849,849,157.06,691.94,513.43,513.43,31
OI-00948,ORD-00438,P001,1,3499,3499,717.29,2781.71,2904.17,2904.17,42
OI-00949,ORD-00438,P025,1,2299,2299,402.32,1896.68,1356.41,1356.41,31
OI-00950,ORD-00439,P026,1,549,549,87.84,461.16,332.01,332.01,31
OI-00951,ORD-00439,P026,1,549,549,76.86,472.14,332.01,332.01,31
OI-00952,ORD-00440,P045,1,599,599,29.35,569.65,257.57,257.57,19
OI-00953,ORD-00440,P040,1,1199,1199,46.76,1152.24,554.24,554.24,19
OI-00954,ORD-00441,P036,1,1299,1299,227.32,1071.68,823.89,823.89,31
OI-00955,ORD-00441,P021,1,999,999,158.84,840.16,479.52,479.52,24
OI-00956,ORD-00442,P044,1,1199,1199,82.73,1116.27,554.24,554.24,19
OI-00957,ORD-00442,P049,1,649,649,9.74,639.26,337.48,337.48,16
OI-00958,ORD-00443,P008,1,3499,3499,629.82,2869.18,2708.23,2708.23,42
OI-00959,ORD-00443,P019,1,1399,1399,173.48,1225.52,705.1,705.1,24
OI-00960,ORD-00444,P012,2,1299,2598,558.57,2039.43,1005.43,2010.86,84
OI-00961,ORD-00444,P039,2,1199,2398,177.45,2220.55,541.35,1082.7,38
OI-00962,ORD-00444,P018,2,1899,3798,527.92,3270.08,934.31,1868.62,48
OI-00963,ORD-00445,P012,2,1299,2598,493.62,2104.38,1005.43,2010.86,84
OI-00964,ORD-00445,P019,1,1399,1399,173.48,1225.52,705.1,705.1,24
OI-00965,ORD-00446,P038,1,599,599,23.36,575.64,264.01,264.01,19
OI-00966,ORD-00446,P006,1,3499,3499,559.84,2939.16,2582.26,2582.26,42
OI-00967,ORD-00447,P033,1,2299,2299,356.34,1942.66,1356.41,1356.41,31
OI-00968,ORD-00447,P009,1,3499,3499,647.31,2851.69,2519.28,2519.28,42
OI-00969,ORD-00448,P042,1,899,899,53.04,845.96,396.23,396.23,19
OI-00970,ORD-00448,P028,1,1299,1299,155.88,1143.12,823.89,823.89,31
OI-00971,ORD-00449,P047,1,349,349,13.61,335.39,157.57,157.57,19
OI-00972,ORD-00449,P005,1,1299,1299,272.79,1026.21,1109.35,1109.35,42
OI-00973,ORD-00450,P040,1,1199,1199,100.72,1098.28,554.24,554.24,19
OI-00974,ORD-00450,P001,1,3499,3499,647.31,2851.69,2904.17,2904.17,42
OI-00975,ORD-00450,P033,1,2299,2299,425.31,1873.69,1356.41,1356.41,31
OI-00976,ORD-00451,P005,1,1299,1299,272.79,1026.21,1109.35,1109.35,42
OI-00977,ORD-00451,P037,1,349,349,13.61,335.39,150.07,150.07,19
OI-00978,ORD-00452,P043,2,1199,2398,189.44,2208.56,541.35,1082.7,38
OI-00979,ORD-00452,P023,1,999,999,133.87,865.13,503.5,503.5,24
OI-00980,ORD-00453,P033,1,2299,2299,367.84,1931.16,1356.41,1356.41,31
OI-00981,ORD-00453,P038,1,599,599,53.31,545.69,264.01,264.01,19
OI-00982,ORD-00454,P009,1,3499,3499,629.82,2869.18,2519.28,2519.28,42
OI-00983,ORD-00454,P043,2,1199,2398,117.5,2280.5,541.35,1082.7,38
